"Game ID","Team","Player ID","Player","Lineup Position","Games","PO","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Southern California","1322275","Spear, Sean","1:5, 2:2, 7:1, 8:5, 9:3, 10:1, 11:3, 12:1","21","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","4","2","6","0","17","0"
"0","Southern California","1322284","Stubbs, Garrett","1:5, 2:1, 3:1, 7:1, 9:4, 10:3, 11:2, 12:2, 15:1","20","44.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","3","0","1","2","0","9","10","0","0","1","1"
"0","Southern California","1322280","Rodriguez, Andres","16:1, 6:2, 8:1, 11:3, 12:5, 13:1","13","19.0","32.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","13","0","0","0","0","0","0","0","1"
"0","Southern California","1322281","Carma, Corey","18:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Southern California","1325737","Williams, B.","10:1, 13:1","2","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","2","0","0","0","0","0","0","0","0","0","0","0"
"0","Southern California","1322282","Strahan, Wyatt","16:1, 11:2, 13:1, 14:1, 15:3","8","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","South Fla.","1321876","Putnam, Buddy","4:1, 5:1, 6:6, 7:2, 8:4, 9:2","16","72.0","3.0","1.0","0.0","0.0","0.0","0.0","8.0","0.0","0","0","11","0","0","0","0","0","2","1","3","0"
"0","South Fla.","1321877","Barbosa, Andrew","12:2, 13:2, 14:1, 15:1","6","1.0","6.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","South Fla.","1321878","Gonzalez, Nick","19:1, 13:2, 14:5","8","0.0","6.0","0.0","0.0","0.0","4.0","1.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","South Fla.","1321879","Loynaz, Andrew","11:1, 12:1, 13:2","4","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","4","0","0","0","0","0","0","0","0","0","0","0"
