"Game ID","Team","Player ID","Player","Lineup Position","Games","G","PO","TC","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","NC State","1887212","McArthur, Lawson","3:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","1","0","0","1","0"
"0","NC State","1660584","McLain, Josh","2:1, 4:1","2","2.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","2","0","0","0","0"
"0","NC State","1887213","Debo, Brad","7:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","1","1","0"
"0","NC State","1660587","Pitarra, Stephen","1:1, 2:1","2","2.0","1.0","5.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","NC State","1660589","Staley, Austin","18:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1660588","Shepard, Shane","15:1","1","1.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","1","0","0","0","0","0","0","0","1","0"
"0","NC State","1997160","Brown, Devonte","5:1","1","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","1","0","0","0","0","0","0","0"
"0","NC State","1887211","Wilson, Will","3:1, 6:1","2","2.0","1.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"0","NC State","1997158","Vazquez, David","1:1","1","1.0","1.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","1","0","1","0","0","0","0","0","0"
"0","NC State","1541742","O'Donnell, Joe","12:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1997156","Tatum, Terrell","8:1, 9:1","2","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","1","0","0","1","1","0"
"0","NC State","1660578","Deatherage, Brock","6:1, 11:1","2","2.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","St. Bonaventure","1888508","Vincent, Casey","3:1, 6:1","2","2.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","0","0","0","0","0","0","0","1","0"
"0","St. Bonaventure","1980959","Foden, Jake","1:1, 8:1, 9:1","3","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","1","2","0"
"0","St. Bonaventure","1666040","Eastman, Matt","5:1, 7:1","2","2.0","8.0","9.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1888509","Moffat, Donovan","14:1, 15:1","2","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0","0","0","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1980954","Magnanti, Mike","1:2, 2:1","3","3.0","8.0","11.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","3","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1888507","O'Brien, Murphy","13:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1666033","Contento, Ben","16:1","1","1.0","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1769586","MacDonald, Ben","12:1, 13:1","2","2.0","17.0","21.0","4.0","0.0","0.0","0.0","5.0","1.0","0.0","0.0","0","2","0","0","0","0","0","0","0","0","0","0"
"0","St. Bonaventure","1666032","Grant, Nate","14:1","1","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
